category,description,nutrient_data_bank_number,alpha_carotene_mcg,beta_carotene_mcg,beta_cryptoxanthin_mcg,carbohydrate_g,cholesterol_mg,choline_mg,fiber_g,lutein_zeaxanthin_mcg,lycopene_mcg,niacin_mg,protein_g,retinol_mcg,riboflavin_mg,selenium_mcg,sugars_g,thiamin_mg,water_g,mono_fat_g,poly_fat_g,saturated_fat_g,total_fat_g,calcium_mg,copper_mg,iron_mg,magnesium_mg,phosphorus_mg,potassium_mg,sodium_mg,zinc_mg,vitamin_a_mcg,vitamin_b12_mcg,vitamin_b6_mg,vitamin_c_mg,vitamin_e_mg,vitamin_k_mcg,desc_lower,calories_calc,protein_pct_cal,carb_pct_cal,fat_pct_cal,protein_per_100kcal,fiber_per_100kcal,calcium_per_100kcal,iron_per_100kcal,nutrient_density_score,nds_per_100kcal,cws,is_fortified,is_plant_based,is_infant,is_raw,nova_level,processing_level,sub_group,main_group,nds_rank,cws_rank,nds,calories,protein,carbohydrate,fat_total_lipid,fiber,sugar_total,sodium,vitamin_a_rae,vitamin_c,vitamin_k,calcium,iron,nds_score_norm,cws_score_norm,protein_pct,carb_pct,fat_pct
Mussels,"Mussels, raw",26313100,0,0,0,3.69,28,65.0,0.0,0,0,1.6,11.9,48,0.21,44.8,0.0,0.16,80.58,0.507,0.606,0.425,2.24,26,0.094,3.95,34,197,320,286,1.6,48,12.0,0.05,8.0,0.55,0.1,"mussels, raw",82.52,57.7,17.9,24.4,14.42,0.0,31.51,4.787,37.2,45.08,42.0,0,0,False,True,1,Unprocessed,Other,Other,1223,1179,37.2,82.52,11.9,3.69,2.24,0.0,0.0,286,48,8.0,0.1,26,3.95,37.2,42.0,57.7,17.9,24.4
Mussels,"Mussels, steamed or poached",26313160,0,0,0,7.35,56,129.4,0.0,0,0,2.867,23.7,86,0.397,89.2,0.0,0.303,60.46,1.01,1.207,0.846,4.46,52,0.159,7.08,68,294,573,909,3.19,86,21.5,0.09,12.7,1.1,0.2,"mussels, steamed or poached",164.34,57.7,17.9,24.4,14.42,0.0,31.64,4.308,41.8,25.44,38.4,0,0,False,False,1,Unprocessed,Other,Other,492,2404,41.8,164.34,23.7,7.35,4.46,0.0,0.0,909,86,12.7,0.2,52,7.08,41.8,38.4,57.7,17.9,24.4
Oysters,"Oysters, raw",26315100,0,0,0,2.72,40,65.0,0.0,0,0,0.925,5.71,13,0.09,19.7,0.62,0.018,89.04,0.253,0.528,0.474,1.71,59,2.858,4.61,18,97,156,85,39.3,13,8.75,0.031,0.0,0.85,1.0,"oysters, raw",49.11,46.5,22.2,31.3,11.63,0.0,120.14,9.387,35.0,,41.0,0,0,False,True,1,Unprocessed,Other,Other,2441,1417,35.0,49.11,5.71,2.72,1.71,0.0,0.62,85,13,0.0,1.0,59,4.61,35.0,41.0,46.5,22.2,31.3
Oysters,"Oysters, baked or broiled, fat added",26315120,0,0,0,3.34,48,77.5,0.0,0,0,1.048,6.81,13,0.086,23.5,0.77,0.02,82.37,1.842,2.145,1.069,5.72,71,3.406,5.5,22,116,187,406,46.84,13,9.91,0.036,0.5,1.45,5.5,"oysters, baked or broiled, fat added",92.08,29.6,14.5,55.9,7.4,0.0,77.11,5.973,34.7,37.68,35.3,0,0,False,False,2,Minimally processed,Other,Other,2724,4322,34.7,92.08,6.81,3.34,5.72,0.0,0.77,406,13,0.5,5.5,71,5.5,34.7,35.3,29.6,14.5,55.9
Oysters,"Oysters, baked or broiled, no added fat",26315121,0,0,0,3.44,49,79.9,0.0,0,0,1.08,7.02,14,0.089,24.2,0.8,0.02,85.63,0.311,0.649,0.583,2.1,73,3.51,5.66,22,119,193,419,48.26,14,10.21,0.037,0.5,1.05,1.2,"oysters, baked or broiled, no added fat",60.74,46.2,22.7,31.1,11.56,0.0,120.18,9.318,34.9,57.46,38.0,0,0,False,False,2,Minimally processed,Other,Other,2524,2587,34.9,60.74,7.02,3.44,2.1,0.0,0.8,419,14,0.5,1.2,73,5.66,34.9,38.0,46.2,22.7,31.1
Oysters,"Oysters, steamed",26315130,0,0,0,5.42,80,129.4,0.0,0,0,1.658,11.37,23,0.17,39.2,1.24,0.034,77.3,0.504,1.051,0.944,3.4,118,4.837,8.26,36,145,280,509,78.26,23,15.68,0.056,0.0,1.69,2.0,"oysters, steamed",97.76,46.5,22.2,31.3,11.63,0.0,120.7,8.449,37.9,38.77,38.5,0,0,False,False,1,Unprocessed,Other,Other,962,2351,37.9,97.76,11.37,5.42,3.4,0.0,1.24,509,23,0.0,2.0,118,8.26,37.9,38.5,46.5,22.2,31.3
Oysters,"Oysters, coated, fried",26315140,0,0,1,12.62,72,83.8,0.6,49,0,1.624,8.16,27,0.169,24.0,1.46,0.119,65.18,4.507,4.664,2.129,12.22,84,2.572,4.95,23,128,180,418,35.1,27,6.7,0.056,0.0,1.92,12.6,"oysters, coated, fried",193.1,16.9,26.1,57.0,4.23,0.31,43.5,2.563,34.8,18.02,34.3,0,1,False,False,3,Processed,Other,Other,2615,5023,34.8,193.1,8.16,12.62,12.22,0.6,1.46,418,27,0.0,12.6,84,4.95,34.8,34.3,16.9,26.1,57.0
Oysters,"Oysters, coated, baked or broiled, fat added",26315160,0,1,0,14.67,37,62.6,0.6,2,0,1.688,7.43,17,0.146,22.8,1.63,0.128,68.33,2.715,2.984,1.442,7.88,84,2.63,4.94,23,122,185,368,35.95,17,7.62,0.044,0.0,1.45,8.1,"oysters, coated, baked or broiled, fat added",159.32,18.7,36.8,44.5,4.66,0.38,52.72,3.101,35.1,22.03,35.1,0,1,False,False,2,Minimally processed,Other,Other,2364,4450,35.1,159.32,7.43,14.67,7.88,0.6,1.63,368,17,0.0,8.1,84,4.94,35.1,35.1,18.7,36.8,44.5
Oysters,"Oysters, coated, baked or broiled, no added fat",26315161,0,1,0,15.36,39,65.5,0.6,2,0,1.767,7.78,18,0.152,23.9,1.71,0.134,72.72,0.381,0.703,0.706,2.37,88,2.754,5.16,24,128,194,385,37.64,18,7.98,0.046,0.0,0.82,1.6,"oysters, coated, baked or broiled, no added fat",113.89,27.3,53.9,18.7,6.83,0.53,77.27,4.531,35.4,31.08,36.6,0,1,False,False,2,Minimally processed,Other,Other,2148,3437,35.4,113.89,7.78,15.36,2.37,0.6,1.71,385,18,0.0,1.6,88,5.16,35.4,36.6,27.3,53.9,18.7
Oysters,"Oysters, canned",26315180,0,0,0,4.25,60,88.0,0.0,0,0,1.352,7.67,98,0.18,38.9,0.0,0.163,83.85,0.272,0.803,0.686,2.68,49,4.849,7.28,59,151,249,122,98.86,98,20.79,0.103,5.4,0.92,0.1,"oysters, canned",71.8,42.7,23.7,33.6,10.68,0.0,68.25,10.139,39.0,54.32,41.7,0,0,False,False,3,Processed,Other,Other,745,1243,39.0,71.8,7.67,4.25,2.68,0.0,0.0,122,98,5.4,0.1,49,7.28,39.0,41.7,42.7,23.7,33.6
Oysters,"Oysters, smoked",26315190,0,0,0,4.38,64,104.7,0.0,0,0,1.416,9.2,20,0.145,31.7,1.0,0.028,81.14,0.408,0.851,0.764,2.76,96,4.605,7.43,29,156,251,605,63.32,20,14.1,0.047,0.0,1.37,1.6,"oysters, smoked",79.16,46.5,22.1,31.4,11.62,0.0,121.27,9.386,36.1,45.6,36.9,0,0,False,False,1,Unprocessed,Other,Other,1765,3242,36.1,79.16,9.2,4.38,2.76,0.0,1.0,605,20,0.0,1.6,96,7.43,36.1,36.9,46.5,22.1,31.4
Scallops,"Scallops, baked or broiled, fat added",26317120,0,0,0,3.88,29,77.5,0.0,0,0,0.797,14.38,1,0.014,15.3,0.03,0.008,74.61,1.598,1.67,0.656,4.26,8,0.028,0.46,26,398,246,497,1.08,1,1.6,0.083,0.5,0.43,4.3,"scallops, baked or broiled, fat added",111.38,51.6,13.9,34.4,12.91,0.0,7.18,0.413,33.6,30.17,37.7,0,0,False,False,2,Minimally processed,Other,Other,3631,2751,33.6,111.38,14.38,3.88,4.26,0.0,0.03,497,1,0.5,4.3,8,0.46,33.6,37.7,51.6,13.9,34.4
Scallops,"Scallops, baked or broiled, no added fat",26317121,0,0,0,4.0,29,79.9,0.0,0,0,0.821,14.81,1,0.015,15.7,0.04,0.008,77.63,0.059,0.16,0.158,0.6,8,0.028,0.47,27,410,253,512,1.12,1,1.64,0.086,0.5,0.0,0.0,"scallops, baked or broiled, no added fat",80.64,73.5,19.8,6.7,18.37,0.0,9.92,0.583,33.7,41.79,41.3,0,0,False,False,2,Minimally processed,Other,Other,3542,1337,33.7,80.64,14.81,4.0,0.6,0.0,0.04,512,1,0.5,0.0,8,0.47,33.7,41.3,73.5,19.8,6.7
Scallops,"Scallops, steamed or boiled",26317130,0,0,0,6.33,48,129.4,0.0,0,0,1.26,24.01,2,0.028,25.5,0.0,0.013,64.34,0.096,0.259,0.255,0.98,12,0.039,0.68,44,499,367,660,1.81,2,2.53,0.131,0.0,0.0,0.0,"scallops, steamed or boiled",130.18,73.8,19.4,6.8,18.44,0.0,9.22,0.522,36.3,27.88,41.1,0,0,False,False,2,Minimally processed,Other,Other,1666,1389,36.3,130.18,24.01,6.33,0.98,0.0,0.0,660,2,0.0,0.0,12,0.68,36.3,41.1,73.8,19.4,6.8
Scallops,"Scallops, coated, fried",26317140,0,0,1,13.03,58,83.8,0.6,49,0,1.437,13.78,16,0.106,17.9,0.91,0.111,59.42,4.326,4.311,1.823,11.14,37,0.064,1.2,27,338,223,486,1.14,16,1.18,0.089,0.0,1.17,11.7,"scallops, coated, fried",207.5,26.6,25.1,48.3,6.64,0.29,17.83,0.578,34.0,16.39,35.0,0,1,False,False,3,Processed,Other,Other,3306,4524,34.0,207.5,13.78,13.03,11.14,0.6,0.91,486,16,0.0,11.7,37,1.2,34.0,35.0,26.6,25.1,48.3
Scallops,"Scallops, coated, baked or broiled, fat added",26317160,0,1,0,15.09,23,62.6,0.6,2,0,1.496,13.21,8,0.091,16.5,1.07,0.119,62.41,2.528,2.622,1.127,6.77,36,0.052,1.1,27,337,229,437,1.04,8,1.28,0.08,0.0,0.67,7.2,"scallops, coated, baked or broiled, fat added",174.13,30.3,34.7,35.0,7.59,0.34,20.67,0.632,34.2,19.64,36.1,0,1,False,False,2,Minimally processed,Other,Other,3137,3757,34.2,174.13,13.21,15.09,6.77,0.6,1.07,437,8,0.0,7.2,36,1.1,34.2,36.1,30.3,34.7,35.0
Scallops,"Scallops, coated, baked or broiled, no added fat",26317161,0,1,0,15.8,24,65.5,0.6,2,0,1.566,13.83,8,0.095,17.3,1.12,0.125,66.52,0.186,0.324,0.376,1.21,37,0.055,1.14,28,353,240,457,1.09,8,1.34,0.084,0.0,0.02,0.6,"scallops, coated, baked or broiled, no added fat",129.41,42.7,48.8,8.4,10.69,0.46,28.59,0.881,34.5,26.66,38.2,0,1,False,False,2,Minimally processed,Other,Other,2885,2494,34.5,129.41,13.83,15.8,1.21,0.6,1.12,457,8,0.0,0.6,37,1.14,34.5,38.2,42.7,48.8,8.4
Meatballs,"Meatballs, Puerto Rican style",27118110,0,69,1,6.86,64,53.9,0.8,36,3688,2.959,13.82,10,0.167,14.4,1.7,0.099,59.22,7.446,3.088,5.034,17.34,27,0.095,1.77,19,148,314,773,2.64,16,0.92,0.167,2.5,1.3,8.9,"meatballs, puerto rican style",238.78,23.2,11.5,65.4,5.79,0.34,11.31,0.741,32.3,13.53,31.7,0,0,False,False,1,Unprocessed,Other,Other,4772,6263,32.3,238.78,13.82,6.86,17.34,0.8,1.7,773,16,2.5,8.9,27,1.77,32.3,31.7,23.2,11.5,65.4
Seafood newburg,Seafood newburg,27150130,2,40,2,4.37,173,87.3,0.1,50,0,1.281,12.02,157,0.179,31.6,2.41,0.044,61.51,5.16,1.121,11.027,20.19,109,0.414,0.43,24,192,197,405,1.78,161,1.13,0.116,0.8,1.14,1.8,seafood newburg,247.27,19.4,7.1,73.5,4.86,0.04,44.08,0.174,30.4,12.29,32.1,0,0,False,False,1,Unprocessed,Other,Other,5931,6130,30.4,247.27,12.02,4.37,20.19,0.1,2.41,405,161,0.8,1.8,109,0.43,30.4,32.1,19.4,7.1,73.5
Ceviche,Ceviche,27151030,16,99,5,3.58,18,34.7,0.5,51,340,0.307,10.34,16,0.014,18.7,1.36,0.039,84.19,0.132,0.247,0.157,0.75,25,0.033,0.24,21,106,286,158,0.24,25,1.46,0.241,16.0,0.74,4.1,ceviche,62.43,66.3,22.9,10.8,16.56,0.8,40.04,0.384,36.3,58.15,45.2,0,0,False,False,1,Unprocessed,Other,Other,1666,662,36.3,62.43,10.34,3.58,0.75,0.5,1.36,158,25,16.0,4.1,25,0.24,36.3,45.2,66.3,22.9,10.8
Stewed codfish,"Stewed codfish, no potatoes, Puerto Rican style",27151070,8,102,7,4.27,35,53.0,1.1,126,1734,0.974,12.05,1,0.053,17.3,2.05,0.04,78.52,2.979,0.566,0.666,4.42,17,0.072,0.56,18,167,238,107,0.3,10,1.14,0.161,18.4,1.46,5.5,"stewed codfish, no potatoes, puerto rican style",105.06,45.9,16.3,37.9,11.47,1.05,16.18,0.533,36.8,35.03,43.6,0,0,False,False,3,Processed,Other,Other,1374,860,36.8,105.06,12.05,4.27,4.42,1.1,2.05,107,10,18.4,5.5,17,0.56,36.8,43.6,45.9,16.3,37.9
Meat loaf,"Meat loaf, Puerto Rican style",27161010,0,3,2,10.59,148,103.5,0.6,89,0,3.16,19.79,38,0.304,29.0,1.03,0.176,45.11,9.327,3.638,6.396,21.94,29,0.079,2.17,17,155,225,629,3.29,38,1.07,0.204,1.0,1.2,9.2,"meat loaf, puerto rican style",318.98,24.8,13.3,61.9,6.2,0.19,9.09,0.68,32.8,10.28,33.0,0,0,False,False,1,Unprocessed,Other,Other,4355,5786,32.8,318.98,19.79,10.59,21.94,0.6,1.03,629,38,1.0,9.2,29,2.17,32.8,33.0,24.8,13.3,61.9
Biryani with meat,Biryani with meat,27213010,2,66,5,12.2,29,29.8,1.0,46,279,1.763,8.5,10,0.08,9.2,1.69,0.061,71.53,2.682,0.485,3.013,6.77,33,0.077,1.12,17,76,229,99,1.45,16,0.47,0.136,5.6,0.25,6.2,biryani with meat,143.73,23.7,34.0,42.4,5.91,0.7,22.96,0.779,34.4,23.93,38.8,0,0,False,False,1,Unprocessed,Other,Other,2974,2195,34.4,143.73,8.5,12.2,6.77,1.0,1.69,99,16,5.6,6.2,33,1.12,34.4,38.8,23.7,34.0,42.4
Stuffed pot roast,"Stuffed pot roast, with potatoes, Puerto Rican style",27218110,0,5,0,7.77,75,93.1,1.0,13,0,4.241,24.4,0,0.209,22.6,0.67,0.125,39.36,10.458,2.991,7.885,23.56,14,0.139,2.5,35,257,573,1018,3.72,0,2.21,0.387,6.7,0.75,7.1,"stuffed pot roast, with potatoes, puerto rican style",340.72,28.6,9.1,62.2,7.16,0.29,4.11,0.734,35.4,10.39,32.1,0,0,False,False,1,Unprocessed,Other,Other,2148,6130,35.4,340.72,24.4,7.77,23.56,1.0,0.67,1018,0,6.7,7.1,14,2.5,35.4,32.1,28.6,9.1,62.2
Clams,"Clams, stuffed",27250020,0,75,0,12.94,20,49.8,0.9,1,0,1.485,11.87,148,0.143,25.1,1.57,0.118,61.35,4.943,3.32,2.107,11.08,46,0.118,1.74,20,155,130,529,0.59,154,6.78,0.054,1.4,1.57,12.2,"clams, stuffed",198.96,23.9,26.0,50.1,5.97,0.45,23.12,0.875,33.0,16.59,34.4,0,0,False,False,1,Unprocessed,Other,Other,4135,4943,33.0,198.96,11.87,12.94,11.08,0.9,1.57,529,154,1.4,12.2,46,1.74,33.0,34.4,23.9,26.0,50.1
Clams Casino,Clams Casino,27250270,4,94,1,9.83,16,35.1,1.2,98,0,1.069,8.73,62,0.072,16.6,2.05,0.097,74.84,1.955,1.276,1.083,4.72,43,0.068,1.19,18,101,159,326,0.49,69,4.42,0.103,14.7,0.74,9.6,clams casino,116.72,29.9,33.7,36.4,7.48,1.03,36.84,1.02,34.9,29.9,38.5,0,0,False,False,1,Unprocessed,Other,Other,2524,2351,34.9,116.72,8.73,9.83,4.72,1.2,2.05,326,69,14.7,9.6,43,1.19,34.9,38.5,29.9,33.7,36.4
Seafood restructured,Seafood restructured,27250520,0,0,0,15.0,20,13.0,0.5,0,0,0.62,7.62,0,0.08,22.3,6.25,0.03,74.66,0.275,0.143,0.216,0.46,13,0.032,0.39,43,282,90,529,0.33,0,0.57,0.13,0.0,0.17,0.4,seafood restructured,94.62,32.2,63.4,4.4,8.05,0.53,13.74,0.412,31.3,33.08,34.3,0,0,False,False,1,Unprocessed,Other,Other,5473,5023,31.3,94.62,7.62,15.0,0.46,0.5,6.25,529,0,0.0,0.4,13,0.39,31.3,34.3,32.2,63.4,4.4
Seafood souffle,Seafood souffle,27250550,0,13,2,5.49,149,85.4,0.1,135,0,1.372,9.91,119,0.212,23.4,2.23,0.058,73.17,2.759,0.876,5.225,9.73,92,0.114,0.98,16,147,150,435,1.06,121,0.87,0.103,0.6,0.73,0.7,seafood souffle,149.17,26.6,14.7,58.7,6.64,0.07,61.67,0.657,31.3,20.98,33.4,0,0,False,False,1,Unprocessed,Other,Other,5473,5614,31.3,149.17,9.91,5.49,9.73,0.1,2.23,435,121,0.6,0.7,92,0.98,31.3,33.4,26.6,14.7,58.7
Vienna sausages stewed with potatoes,"Vienna sausages stewed with potatoes, Puerto Rican style",27260500,3,57,1,13.07,28,23.3,1.7,26,1799,1.367,5.08,0,0.067,5.9,1.31,0.085,63.37,7.89,3.871,3.811,16.36,16,0.103,1.0,20,60,359,466,0.76,5,0.31,0.253,15.7,1.47,13.6,"vienna sausages stewed with potatoes, puerto rican style",219.84,9.2,23.8,67.0,2.31,0.77,7.28,0.455,34.3,15.6,34.6,0,0,False,False,3,Processed,Other,Other,3064,4783,34.3,219.84,5.08,13.07,16.36,1.7,1.31,466,5,15.7,13.6,16,1.0,34.3,34.6,9.2,23.8,67.0
Paella with seafood,Paella with seafood,27350020,3,139,33,16.42,25,23.6,0.8,159,0,2.278,8.03,12,0.083,11.2,0.92,0.127,68.8,2.78,0.626,0.96,4.77,18,0.078,1.21,14,87,112,609,0.69,25,1.24,0.108,9.8,0.72,3.9,paella with seafood,140.73,22.8,46.7,30.5,5.71,0.57,12.79,0.86,32.1,22.81,33.0,0,0,False,False,1,Unprocessed,Other,Other,4911,5786,32.1,140.73,8.03,16.42,4.77,0.8,0.92,609,25,9.8,3.9,18,1.21,32.1,33.0,22.8,46.7,30.5
Bouillabaisse,Bouillabaisse,27350110,13,84,0,2.15,41,53.6,0.3,37,586,2.111,13.42,23,0.052,28.4,0.61,0.098,79.2,1.698,0.601,0.875,3.75,33,0.144,0.72,22,169,281,223,0.78,30,2.34,0.184,3.3,0.84,9.4,bouillabaisse,96.03,55.9,9.0,35.1,13.97,0.31,34.36,0.75,35.5,36.97,42.2,0,0,False,False,1,Unprocessed,Other,Other,2083,1133,35.5,96.03,13.42,2.15,3.75,0.3,0.61,223,30,3.3,9.4,33,0.72,35.5,42.2,55.9,9.0,35.1
Codfish with starchy vegetables,"Codfish with starchy vegetables, Puerto Rican style",27351010,38,1572,8,18.45,6,20.5,2.7,20,263,0.678,3.53,1,0.038,4.5,2.94,0.065,71.46,3.815,0.62,0.759,5.43,29,0.118,0.52,27,74,419,51,0.26,134,0.09,0.2,5.0,1.93,7.0,"codfish with starchy vegetables, puerto rican style",136.79,10.3,54.0,35.7,2.58,1.97,21.2,0.38,36.8,26.9,41.4,0,0,False,False,2,Minimally processed,Other,Other,1374,1306,36.8,136.79,3.53,18.45,5.43,2.7,2.94,51,134,5.0,7.0,29,0.52,36.8,41.4,10.3,54.0,35.7
Stewed codfish,"Stewed codfish, Puerto Rican style",27351030,6,84,6,8.48,30,49.3,1.3,109,1510,1.17,10.87,1,0.048,15.1,1.69,0.057,75.88,2.711,0.508,0.615,4.02,17,0.103,0.63,20,154,281,82,0.32,8,0.99,0.199,18.4,1.27,4.9,"stewed codfish, puerto rican style",113.58,38.3,29.9,31.9,9.57,1.14,14.97,0.555,37.2,32.75,43.1,0,0,False,False,3,Processed,Other,Other,1223,948,37.2,113.58,10.87,8.48,4.02,1.3,1.69,82,8,18.4,4.9,17,0.63,37.2,43.1,38.3,29.9,31.9
Biscayne codfish,"Biscayne codfish, Puerto Rican style",27351040,8,92,1,11.08,19,38.0,1.9,44,1639,1.444,9.2,4,0.06,13.4,1.85,0.07,65.83,8.678,1.375,1.716,12.24,23,0.102,0.87,27,107,408,300,0.38,12,0.34,0.262,11.9,2.32,9.1,"biscayne codfish, puerto rican style",191.28,19.2,23.2,57.6,4.81,0.99,12.02,0.455,36.8,19.24,39.1,0,0,False,False,1,Unprocessed,Other,Other,1374,2062,36.8,191.28,9.2,11.08,12.24,1.9,1.85,300,12,11.9,9.1,23,0.87,36.8,39.1,19.2,23.2,57.6
Chow mein or chop suey,"Chow mein or chop suey, various types of meat, with noodles",27360120,16,87,0,11.16,26,34.0,1.5,106,0,2.946,10.36,1,0.183,12.1,1.54,0.194,71.65,2.199,1.172,1.65,5.57,19,0.052,1.49,14,103,198,354,1.05,9,0.3,0.208,4.3,0.48,11.9,"chow mein or chop suey, various types of meat, with noodles",136.21,30.4,32.8,36.8,7.61,1.1,13.95,1.094,34.1,25.03,38.6,0,0,False,False,1,Unprocessed,Other,Other,3226,2300,34.1,136.21,10.36,11.16,5.57,1.5,1.54,354,9,4.3,11.9,19,1.49,34.1,38.6,30.4,32.8,36.8
Frankfurters or hot dogs and sauerkraut,Frankfurters or hot dogs and sauerkraut,27420040,2,3,0,3.52,38,24.7,1.1,113,0,1.369,7.94,2,0.103,6.9,1.5,0.026,67.68,7.854,0.644,7.408,18.22,21,0.066,1.3,12,87,277,791,1.41,2,0.54,0.117,5.1,0.38,6.2,frankfurters or hot dogs and sauerkraut,209.82,15.1,6.7,78.2,3.78,0.52,10.01,0.62,29.8,14.2,29.8,0,0,False,False,4,Ultra-processed,Other,Other,6243,6639,29.8,209.82,7.94,3.52,18.22,1.1,1.5,791,2,5.1,6.2,21,1.3,29.8,29.8,15.1,6.7,78.2
Stuffed christophine,"Stuffed christophine, Puerto Rican style",27421010,6,43,2,4.44,100,76.3,1.5,111,122,2.426,12.62,26,0.231,19.5,1.72,0.264,65.27,7.997,1.908,4.89,16.11,34,0.148,1.21,22,152,307,334,2.23,30,0.44,0.232,9.3,0.9,7.1,"stuffed christophine, puerto rican style",213.23,23.7,8.3,68.0,5.92,0.7,15.95,0.567,34.9,16.37,38.0,0,0,False,False,1,Unprocessed,Other,Other,2524,2587,34.9,213.23,12.62,4.44,16.11,1.5,1.72,334,30,9.3,7.1,34,1.21,34.9,38.0,23.7,8.3,68.0
Moo Goo Gai Pan,Moo Goo Gai Pan,27445180,3,92,0,4.69,17,22.5,1.2,167,0,2.789,7.15,2,0.148,8.5,2.01,0.047,84.83,0.845,0.813,0.394,2.43,10,0.117,0.48,11,78,197,106,0.47,10,0.04,0.242,6.5,0.65,16.7,moo goo gai pan,69.23,41.3,27.1,31.6,10.33,1.73,14.44,0.693,34.5,49.83,42.2,0,0,False,False,1,Unprocessed,Other,Other,2885,1133,34.5,69.23,7.15,4.69,2.43,1.2,2.01,106,10,6.5,16.7,10,0.48,34.5,42.2,41.3,27.1,31.6
Oysters Rockefeller,Oysters Rockefeller,27450250,0,2899,0,9.27,34,48.5,1.9,6243,0,1.822,7.65,33,0.161,16.8,1.2,0.147,73.97,2.058,1.079,3.184,7.07,106,1.432,3.41,47,107,253,434,18.94,275,4.2,0.119,1.9,1.93,224.1,oysters rockefeller,131.31,23.3,28.2,48.5,5.83,1.45,80.73,2.597,42.2,32.14,40.8,0,0,False,False,1,Unprocessed,Other,Other,467,1470,42.2,131.31,7.65,9.27,7.07,1.9,1.2,434,275,1.9,224.1,106,3.41,42.2,40.8,23.3,28.2,48.5
Lau lau,Lau lau,27460100,0,0,0,0.0,57,47.9,0.0,0,0,2.729,15.25,5,0.124,27.4,0.0,0.18,74.98,3.304,1.045,2.668,8.32,14,0.045,0.52,18,197,223,231,1.26,5,0.78,0.207,0.1,0.37,0.0,lau lau,135.88,44.9,0.0,55.1,11.22,0.0,10.3,0.383,33.6,24.73,38.9,0,0,False,False,1,Unprocessed,Other,Other,3631,2156,33.6,135.88,15.25,0.0,8.32,0.0,0.0,231,5,0.1,0.0,14,0.52,33.6,38.9,44.9,0.0,55.1
Stewed gizzards,"Stewed gizzards, Puerto Rican style",27463000,0,167,0,4.4,237,72.5,1.1,58,923,2.391,20.25,65,0.172,27.2,1.94,0.244,66.14,3.651,2.333,1.738,8.68,31,0.135,2.5,11,138,239,380,2.94,79,0.67,0.111,6.2,1.12,17.3,"stewed gizzards, puerto rican style",176.72,45.8,10.0,44.2,11.46,0.62,17.54,1.415,36.6,20.71,41.2,0,0,False,False,3,Processed,Other,Other,1487,1367,36.6,176.72,20.25,4.4,8.68,1.1,1.94,380,79,6.2,17.3,31,2.5,36.6,41.2,45.8,10.0,44.2
Quarter Pounder (McDonalds),Quarter Pounder (McDonalds),27510229,1,26,2,22.14,40,33.3,1.1,21,668,4.65,15.68,0,0.201,24.8,3.67,0.16,48.81,5.404,1.179,4.785,11.6,87,0.101,1.73,24,121,225,374,3.04,2,1.66,0.148,0.3,0.06,5.0,quarter pounder (mcdonalds),255.68,24.5,34.6,40.8,6.13,0.43,34.03,0.677,34.4,13.45,36.8,0,0,False,False,1,Unprocessed,Other,Other,2974,3320,34.4,255.68,15.68,22.14,11.6,1.1,3.67,374,2,0.3,5.0,87,1.73,34.4,36.8,24.5,34.6,40.8
McDouble (McDonalds),McDouble (McDonalds),27510388,1,51,3,17.97,50,43.7,0.9,17,980,3.462,16.24,40,0.204,17.9,4.16,0.231,47.16,6.001,1.314,6.96,16.18,150,0.081,2.35,21,165,226,617,2.77,44,1.28,0.214,2.9,0.35,4.7,mcdouble (mcdonalds),282.46,23.0,25.4,51.6,5.75,0.32,53.1,0.832,33.7,11.93,33.7,0,0,False,False,1,Unprocessed,Other,Other,3542,5471,33.7,282.46,16.24,17.97,16.18,0.9,4.16,617,44,2.9,4.7,150,2.35,33.7,33.7,23.0,25.4,51.6
Big Mac (McDonalds),Big Mac (McDonalds),27510389,1,59,2,21.53,36,31.5,1.4,50,0,3.63,11.94,22,0.201,25.9,3.26,0.184,50.54,5.088,3.826,5.045,14.1,127,0.131,1.4,25,136,182,485,2.16,27,1.27,0.17,0.3,0.06,16.4,big mac (mcdonalds),260.78,18.3,33.0,48.7,4.58,0.54,48.7,0.537,33.8,12.96,35.2,0,0,False,False,1,Unprocessed,Other,Other,3452,4395,33.8,260.78,11.94,21.53,14.1,1.4,3.26,485,27,0.3,16.4,127,1.4,33.8,35.2,18.3,33.0,48.7
Pho,Pho,28310330,1,47,3,10.41,12,20.6,0.6,35,0,1.059,6.15,0,0.052,6.7,0.77,0.021,79.89,0.904,0.359,0.672,2.26,11,0.039,0.66,10,47,99,403,0.7,4,0.4,0.065,1.5,0.17,7.1,pho,86.58,28.4,48.1,23.5,7.1,0.69,12.71,0.762,31.3,36.15,34.9,0,0,False,False,1,Unprocessed,Other,Other,5473,4590,31.3,86.58,6.15,10.41,2.26,0.6,0.77,403,4,1.5,7.1,11,0.66,31.3,34.9,28.4,48.1,23.5
Huevos rancheros,Huevos rancheros,32105180,0,155,4,8.76,161,116.3,1.6,331,3397,0.796,6.82,69,0.212,14.4,2.31,0.043,76.06,2.511,1.853,1.688,6.54,48,0.083,1.12,21,137,219,419,0.81,82,0.33,0.188,1.0,1.38,4.8,huevos rancheros,121.18,22.5,28.9,48.6,5.63,1.32,39.61,0.924,33.3,27.48,36.6,0,0,False,False,1,Unprocessed,Other,Other,3865,3437,33.3,121.18,6.82,8.76,6.54,1.6,2.31,419,82,1.0,4.8,48,1.12,33.3,36.6,22.5,28.9,48.6
